timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
2026-03-24 21:06:00,33.817501,-118.098831,8.198,3.496,5.931,44.095,1.697,5.694,Exception,7.797,7.054,1506.25,4.35,7.61,570.98,115.0,Good,6.673,3.941,4.687,8.155,0.821,0.8499,High Risk,6.47
2026-02-16 19:55:00,29.329182,-94.010055,6.813,1.602,7.266,50.519,2.049,4.976,Pending,6.544,5.636,1506.05,4.499,11.249,695.13,115.0,Damaged,6.808,4.196,4.923,5.881,0.722,0.8622,High Risk,4.18
2026-02-09 12:06:00,34.37513,-117.251986,6.046,0.118,3.551,63.665,1.046,6.773,Delayed,3.657,1.249,684.34,6.587,5.004,883.0,81.556,Good,1.485,3.862,10.0,2.882,0.286,0.2254,Low Risk,1.37
2026-02-16 09:23:00,33.849294,-119.031854,7.68,3.59,8.224,2.717,2.683,3.871,Delayed,6.648,8.18,1974.35,4.758,14.348,575.57,115.0,At Risk,6.882,4.641,5.667,6.982,0.858,0.9326,High Risk,6.54
2026-01-22 21:51:00,29.357433,-95.093619,8.437,2.813,5.57,17.603,3.35,4.95,Pending,4.252,6.17,1892.02,4.267,10.333,664.63,98.449,At Risk,8.41,4.6,4.124,6.582,0.822,0.8413,High Risk,5.96
2026-03-22 16:56:00,33.706307,-118.667785,7.388,1.071,5.005,61.69,2.723,5.194,Pending,4.845,6.024,1323.89,4.562,7.36,984.71,95.654,Good,5.967,3.179,6.925,6.585,0.611,0.6053,Moderate Risk,3.79
2026-01-08 21:54:00,40.696245,-73.068081,7.633,3.22,5.539,53.432,2.889,4.736,Delayed,5.158,6.214,1599.48,1.915,11.003,592.38,92.375,Damaged,6.275,2.968,6.765,8.243,0.74,0.8743,High Risk,6.82
2026-02-17 23:32:00,40.750357,-73.702147,8.908,2.131,7.614,47.92,2.059,5.663,Pending,9.532,3.309,1593.4,3.535,10.225,443.53,115.0,Damaged,6.581,2.83,5.737,5.232,0.744,0.8067,High Risk,6.28
2026-01-03 16:50:00,34.415639,-84.489286,9.309,3.673,8.346,18.526,3.397,0.576,Delayed,5.486,9.876,1945.53,1.782,13.558,315.69,87.724,Damaged,8.889,5.257,3.858,7.409,0.799,0.9704,High Risk,9.19
2026-01-29 21:26:00,32.649258,-95.739282,10.032,4.69,9.815,47.151,3.717,6.99,Pending,9.145,10.0,1930.51,2.633,10.859,688.67,115.0,Good,9.297,5.547,4.89,6.295,0.893,0.983,High Risk,8.17
2026-03-02 15:13:00,30.074664,-94.659432,8.458,4.571,7.648,43.304,3.277,3.583,Exception,5.837,10.0,1701.5,1.784,10.756,525.17,110.717,Good,9.827,3.233,4.985,8.605,0.882,0.9666,High Risk,7.85
2026-04-09 09:39:00,40.473574,-74.163266,6.613,2.781,6.053,23.612,2.404,4.856,Fulfilled,4.046,2.317,1206.36,6.327,7.901,359.72,57.483,Good,4.885,3.066,4.332,7.016,0.652,0.7693,High Risk,6.03
2026-01-07 02:32:00,41.375981,-87.734197,7.143,2.247,6.846,38.384,2.911,7.802,Delayed,6.499,6.075,1085.78,6.845,6.733,504.65,115.0,Damaged,4.833,2.532,5.183,4.75,0.617,0.798,High Risk,4.87
2026-04-18 14:49:00,32.388082,-96.267018,7.415,1.522,6.84,47.601,1.09,5.684,Pending,3.531,2.744,1032.14,7.02,5.229,401.31,66.197,Good,4.362,2.532,8.659,7.748,0.414,0.4264,Moderate Risk,3.05
2026-02-17 07:48:00,31.044658,-96.867916,6.198,2.559,4.525,33.265,1.412,7.317,Pending,0.948,7.435,1077.05,3.184,8.507,467.91,40.906,At Risk,4.169,3.348,4.991,4.314,0.441,0.5198,Moderate Risk,3.51
2026-03-28 06:43:00,32.793295,-97.503428,6.739,1.754,3.731,47.198,2.264,5.004,Fulfilled,5.57,3.904,1418.09,7.179,8.064,129.77,102.742,Damaged,5.016,1.836,9.027,4.503,0.586,0.6104,Moderate Risk,3.86
2026-03-25 10:54:00,41.643098,-87.895122,8.375,2.046,6.947,46.514,0.75,4.306,Fulfilled,5.938,3.933,1203.4,5.628,6.674,1093.49,115.0,Damaged,5.34,3.925,6.897,4.72,0.658,0.6931,Moderate Risk,5.0
2026-04-18 07:55:00,40.585086,-73.768819,8.32,3.186,7.259,56.921,2.297,6.387,Fulfilled,4.988,5.26,1615.82,3.68,10.037,789.0,81.974,Good,5.838,5.738,7.293,5.616,0.718,0.8457,High Risk,6.51
2026-03-28 08:38:00,40.404879,-73.79174,7.513,1.092,6.097,45.582,0.499,4.806,Fulfilled,0.186,3.162,1364.82,6.75,9.045,670.98,51.615,Good,4.975,2.191,6.007,5.491,0.237,0.2966,Low Risk,0.08
2026-02-03 17:15:00,40.734812,-75.014665,7.413,1.705,5.387,51.46,2.798,4.71,Pending,5.122,4.934,1817.91,5.088,10.098,465.43,97.204,Good,10.0,4.213,8.71,3.726,0.779,0.8488,High Risk,6.85
2026-01-12 21:59:00,42.632324,-87.857094,8.223,3.246,7.076,47.536,2.407,3.8,Pending,5.781,6.114,1463.16,5.091,9.977,363.37,72.022,At Risk,5.138,4.192,6.418,7.092,0.767,0.8274,High Risk,6.64
2026-03-18 17:50:00,33.13886,-97.325333,7.533,2.976,8.099,24.451,1.71,5.289,Fulfilled,5.009,3.271,1664.63,4.101,11.922,765.7,104.168,At Risk,5.248,4.762,5.012,5.678,0.705,0.8318,High Risk,5.93
2026-03-15 23:30:00,40.228819,-73.047306,7.232,2.868,2.817,30.57,2.668,6.382,Fulfilled,5.189,4.604,1403.24,2.741,10.009,906.48,99.261,Good,6.073,3.195,5.47,5.632,0.684,0.7958,High Risk,4.99
2026-02-25 14:37:00,41.519682,-73.951903,7.633,1.91,4.75,50.052,1.929,4.983,Fulfilled,3.568,5.117,860.29,5.55,4.647,616.04,94.218,Good,5.166,1.933,7.562,1.711,0.354,0.3831,Low Risk,3.73
2026-01-25 22:40:00,35.101522,-84.070999,8.378,3.733,7.884,38.317,3.494,4.169,Exception,6.47,9.252,1570.19,4.147,10.05,687.15,115.0,Good,6.427,4.435,6.111,6.169,0.636,0.866,High Risk,6.97
2026-01-14 12:17:00,34.03057,-118.732783,4.323,3.341,3.094,55.41,2.129,8.423,Fulfilled,0.342,4.952,1401.65,4.299,8.019,650.44,42.346,Good,6.405,2.562,3.333,5.384,0.485,0.5973,Moderate Risk,5.93
2026-02-24 19:53:00,33.695027,-83.932462,5.609,1.349,0.117,70.12,0.763,10.0,Fulfilled,1.517,1.424,483.18,8.219,3.65,951.29,78.553,Good,1.026,2.163,7.222,3.959,0.097,0.0832,Low Risk,1.17
2026-02-06 19:15:00,33.236274,-97.238798,7.382,2.948,7.035,15.863,2.662,3.077,Exception,5.094,6.878,1257.03,3.671,7.523,632.72,98.663,At Risk,5.826,2.284,5.456,5.974,0.672,0.8329,High Risk,6.88
2026-04-30 07:49:00,34.411686,-118.298693,6.562,2.632,6.941,51.082,3.227,7.375,Fulfilled,1.961,4.488,1689.63,4.001,12.274,651.57,62.484,Good,5.354,2.989,6.24,6.327,0.53,0.6609,Moderate Risk,3.49
2026-01-07 17:32:00,33.517697,-85.111331,6.032,-0.42,3.687,73.055,1.177,8.658,Fulfilled,3.858,3.921,905.0,10.0,6.433,452.72,68.641,Good,0.413,1.076,7.277,5.029,0.312,0.2314,Low Risk,0.48
2026-01-26 17:45:00,32.501097,-96.577862,7.524,4.621,9.848,32.961,3.687,2.799,Fulfilled,7.894,9.87,2229.9,0.0,15.0,661.62,115.0,Good,6.742,5.035,4.734,5.58,0.831,0.9559,High Risk,7.11
2026-03-10 22:59:00,29.516644,-97.073079,6.642,2.461,7.6,54.125,3.353,5.087,Fulfilled,4.852,3.848,1569.95,3.551,12.217,406.98,111.292,At Risk,4.683,3.882,8.162,3.943,0.712,0.8871,High Risk,6.56
2026-04-24 15:58:00,33.471101,-95.007893,5.368,2.493,3.962,7.549,2.161,5.163,Fulfilled,5.199,3.368,1484.31,5.401,9.647,791.99,103.458,Damaged,5.576,3.906,5.941,7.944,0.534,0.6444,Moderate Risk,4.78
2026-01-09 00:14:00,41.687607,-87.039452,7.378,2.116,4.181,69.233,3.519,7.94,Delayed,6.613,3.691,1270.17,5.069,6.343,520.87,115.0,At Risk,5.964,1.661,5.997,4.017,0.584,0.6801,Moderate Risk,5.2
2026-01-29 01:17:00,40.708803,-74.187105,5.899,2.214,3.176,66.463,0.937,7.634,Fulfilled,3.846,1.461,991.9,7.646,5.521,632.99,101.862,Good,3.2,2.724,7.351,3.39,0.256,0.321,Low Risk,1.54
2026-03-05 11:07:00,42.425182,-86.800734,7.191,3.726,6.473,49.818,2.033,4.899,Fulfilled,2.954,3.79,1086.89,8.504,6.922,603.53,88.09,Damaged,4.75,2.685,6.797,7.075,0.429,0.5464,Moderate Risk,4.06
2026-01-01 16:56:00,41.40626,-73.572583,6.784,1.757,3.459,98.906,2.594,5.253,Fulfilled,3.609,4.244,955.62,4.022,5.229,615.36,73.046,Good,4.485,2.124,5.842,4.605,0.434,0.3975,Low Risk,3.35
2026-02-08 14:31:00,33.251787,-84.815386,5.989,1.932,5.0,47.831,2.582,7.202,Pending,3.88,5.206,1238.24,3.356,5.544,725.0,73.42,At Risk,5.385,4.261,5.955,3.532,0.512,0.6329,Moderate Risk,5.47
2026-01-17 03:27:00,29.082199,-95.628455,6.598,3.155,5.468,49.906,3.555,7.428,Fulfilled,3.748,2.272,822.66,7.396,3.483,501.61,73.521,Good,4.538,2.866,9.834,4.221,0.495,0.399,Low Risk,3.32
2026-01-17 21:00:00,32.966053,-97.726847,8.016,3.686,6.518,45.401,4.202,1.487,Fulfilled,6.99,5.867,1815.39,1.468,12.305,269.87,95.809,Good,5.74,5.089,4.865,7.285,0.867,0.927,High Risk,8.52
2026-02-27 11:58:00,34.103649,-118.399758,6.32,2.329,8.142,49.156,2.452,6.782,Fulfilled,4.802,6.912,1290.05,3.692,9.122,390.94,89.703,Good,5.944,3.89,6.048,6.069,0.699,0.8017,High Risk,5.97
2026-01-07 10:28:00,42.299204,-87.971267,7.523,2.341,5.021,51.657,2.588,5.738,Fulfilled,1.788,5.076,981.71,5.171,5.65,555.2,45.386,Damaged,2.749,2.253,7.835,7.287,0.427,0.6247,Moderate Risk,3.54
2026-03-02 06:47:00,39.920719,-74.276362,7.335,2.948,6.452,28.453,3.069,3.751,Pending,4.838,4.676,1604.74,4.348,11.127,795.66,101.707,At Risk,4.4,3.885,7.237,4.29,0.636,0.7902,High Risk,9.23
2026-01-09 11:05:00,41.697204,-88.152773,6.261,0.852,3.32,39.392,2.474,6.054,Pending,4.732,8.184,1044.4,7.571,5.333,793.46,91.362,Good,3.996,3.128,7.636,7.161,0.476,0.6934,Moderate Risk,5.12
2026-04-29 04:11:00,32.896802,-96.647326,7.214,2.483,4.119,90.06,1.063,4.648,Fulfilled,3.485,1.026,1141.47,7.272,6.398,933.12,79.182,Good,3.347,2.769,7.525,3.24,0.305,0.2046,Low Risk,1.9
2026-04-07 23:23:00,33.512697,-118.613139,6.809,2.923,7.631,28.416,3.717,2.501,Pending,8.165,7.026,2094.93,5.082,13.206,1060.09,89.391,At Risk,6.83,5.169,4.547,8.477,0.925,0.9086,High Risk,7.43
2026-01-27 10:04:00,33.051082,-97.471879,6.745,4.262,5.658,46.003,1.898,5.984,Pending,8.307,4.761,1498.66,5.608,7.23,498.48,102.965,Good,6.88,4.375,5.477,5.59,0.762,0.8565,High Risk,7.49
2026-02-05 13:34:00,34.413254,-84.143513,4.007,0.474,2.818,100.0,1.565,10.0,Fulfilled,0.35,1.032,494.85,9.888,1.0,397.16,72.838,Good,1.651,0.345,8.718,3.054,0.157,0.0818,Low Risk,-1.45
2026-03-21 16:32:00,33.52248,-118.087597,7.137,1.914,1.908,51.454,1.124,7.221,Exception,4.197,4.371,1338.98,6.611,8.878,666.77,59.674,Good,6.114,3.636,6.151,3.363,0.527,0.4533,Moderate Risk,4.13
2026-02-04 00:24:00,33.217738,-97.788138,6.851,2.46,6.485,68.547,3.163,7.502,Fulfilled,2.16,6.602,1260.83,5.752,9.63,811.84,91.162,At Risk,2.961,3.343,6.666,4.265,0.491,0.5528,Moderate Risk,5.29
2026-01-29 07:34:00,33.987706,-118.263209,7.948,1.424,6.458,28.523,2.425,3.024,Fulfilled,3.104,5.182,1528.51,7.152,8.58,752.36,64.385,At Risk,3.61,5.393,7.959,4.356,0.47,0.63,Moderate Risk,4.54
2026-01-02 18:48:00,33.413817,-83.970474,6.611,1.877,4.875,37.734,4.079,3.245,Fulfilled,7.9,9.029,1194.77,4.556,3.718,918.16,115.0,Good,7.82,5.253,5.684,4.971,0.814,0.8549,High Risk,5.42
2026-03-25 10:31:00,29.508704,-96.088235,7.413,2.472,7.038,59.135,2.157,2.344,Delayed,4.463,1.905,1274.45,6.385,8.759,738.73,72.078,Damaged,3.71,3.41,4.826,5.664,0.611,0.6733,Moderate Risk,5.04
2026-04-03 21:27:00,42.383341,-87.727909,7.547,1.826,3.777,69.028,2.42,8.805,Fulfilled,4.752,0.767,1136.65,6.459,5.867,699.6,110.694,Good,5.65,3.642,6.522,4.415,0.585,0.5574,Moderate Risk,4.99
2026-03-28 08:55:00,33.817114,-119.155046,8.15,2.88,6.807,54.194,2.205,6.311,Pending,3.751,5.084,1227.32,4.687,6.954,684.55,104.145,Good,6.174,2.547,2.133,7.807,0.623,0.7161,Moderate Risk,6.64
2026-04-05 16:10:00,33.838616,-116.692023,5.341,1.302,1.748,65.927,1.479,7.747,Pending,3.428,2.451,806.93,7.226,5.319,672.43,95.248,Good,0.458,0.395,5.783,4.291,0.244,0.1513,Low Risk,1.16
2026-01-28 10:24:00,42.441922,-86.835041,7.992,3.778,7.66,9.254,4.515,3.814,Pending,7.43,4.934,1935.63,3.053,12.922,429.8,115.0,At Risk,7.304,5.828,3.258,5.574,0.808,0.94,High Risk,8.41
2026-04-25 01:11:00,34.187963,-84.960072,8.843,3.622,9.957,30.922,3.219,3.245,Fulfilled,6.892,10.0,1983.5,5.049,13.218,784.02,110.343,Good,8.007,4.376,8.022,6.372,0.867,0.9685,High Risk,8.14
2026-01-10 17:06:00,41.627306,-87.255712,7.017,1.383,3.585,56.849,2.381,7.126,Fulfilled,3.992,2.311,1037.35,5.048,8.708,365.17,76.404,Damaged,4.267,3.076,8.107,5.501,0.493,0.4644,Moderate Risk,4.65
2026-02-12 22:58:00,30.780591,-95.557739,7.601,3.054,7.54,36.358,3.41,4.978,Pending,3.676,4.037,1876.82,4.977,10.778,282.21,102.41,Good,6.781,5.839,1.699,5.732,0.813,0.8563,High Risk,8.06
2026-03-31 19:12:00,30.244625,-95.395278,6.47,4.55,6.926,42.942,3.221,4.401,Pending,7.799,9.022,1363.58,1.138,8.514,608.36,115.0,Damaged,7.439,4.68,3.582,5.578,0.86,0.9144,High Risk,6.96
2026-01-09 19:06:00,34.898595,-117.536653,5.89,1.283,3.989,56.763,2.218,6.5,Fulfilled,4.103,4.875,1035.27,5.8,3.041,722.06,88.199,At Risk,3.698,3.089,7.522,6.801,0.561,0.548,Moderate Risk,4.08
2026-01-27 20:20:00,35.024925,-117.590024,7.363,3.115,7.337,30.204,1.7,4.131,Fulfilled,4.455,4.583,1357.47,4.204,7.525,566.76,94.539,Good,8.179,2.829,3.889,7.277,0.697,0.8123,High Risk,6.58
2026-04-04 11:53:00,32.467018,-97.10644,7.284,3.597,8.341,27.609,2.494,2.962,Fulfilled,5.364,8.006,1624.22,3.086,8.086,477.4,98.509,At Risk,6.78,5.036,6.074,7.025,0.836,0.9389,High Risk,6.88
2026-01-19 15:34:00,41.506546,-88.197571,4.724,0.77,2.939,67.307,1.662,7.575,Fulfilled,2.96,0.247,804.33,7.362,2.895,902.79,73.906,Good,3.418,2.272,8.323,5.704,0.278,0.2217,Low Risk,-1.39
2026-02-14 19:05:00,32.750322,-83.752854,4.843,1.429,1.231,86.352,0.391,4.25,Fulfilled,4.023,4.942,814.08,7.084,3.663,401.81,88.198,Good,4.914,2.282,8.306,4.747,0.411,0.308,Low Risk,1.53
2026-03-14 13:28:00,41.521687,-74.407814,7.282,2.328,4.686,62.135,1.141,7.812,Fulfilled,5.981,3.349,1512.89,7.166,10.399,752.89,115.0,Good,4.608,2.07,5.915,5.17,0.503,0.5475,Moderate Risk,3.33
2026-01-16 17:42:00,33.146932,-117.057613,6.4,2.031,5.134,53.461,1.943,5.681,Delayed,2.865,2.922,1479.4,7.347,10.337,586.96,80.03,Damaged,4.399,3.876,5.414,5.973,0.472,0.5997,Moderate Risk,3.53
2026-01-06 19:52:00,40.861183,-72.706495,4.551,2.337,0.746,72.32,0.934,10.0,Pending,2.588,2.079,1045.44,9.181,7.046,628.75,68.673,At Risk,2.937,0.267,5.657,4.018,0.205,0.1254,Low Risk,1.89
2026-01-22 04:55:00,33.118582,-84.223433,6.161,3.032,3.881,75.102,0.61,8.682,Delayed,2.402,0.916,1054.8,6.966,5.036,463.46,98.11,Good,2.95,2.916,7.687,3.796,0.232,0.2669,Low Risk,2.31
2026-03-20 20:49:00,29.695941,-95.775176,6.759,1.68,5.298,65.338,2.69,8.438,Fulfilled,1.725,4.487,1383.37,4.334,11.013,506.97,66.519,Damaged,2.74,2.763,7.324,3.1,0.299,0.43,Moderate Risk,1.65
2026-02-06 06:56:00,33.741422,-85.954746,3.6,0.372,2.715,45.004,1.622,7.223,Pending,2.136,0.587,1062.74,7.413,5.188,663.3,82.362,Good,3.007,0.824,8.958,3.742,0.186,0.2099,Low Risk,1.42
2026-03-03 21:35:00,34.73822,-84.696171,7.94,1.669,5.97,37.709,2.293,5.706,Delayed,3.143,9.11,1599.16,2.973,11.012,628.77,59.168,At Risk,7.262,5.014,6.162,5.761,0.757,0.8791,High Risk,7.15
2026-03-30 12:38:00,34.403765,-119.204394,7.414,4.283,6.855,34.494,4.335,6.653,Fulfilled,7.811,6.531,1553.19,6.494,7.948,702.3,115.0,Good,6.457,5.209,6.057,7.277,0.848,0.888,High Risk,5.93
2026-01-25 11:02:00,42.325049,-74.126482,7.852,3.471,4.701,39.593,2.413,7.812,Delayed,5.66,7.221,1514.73,3.175,7.195,527.24,94.701,Good,9.681,4.847,7.616,8.234,0.848,0.859,High Risk,7.22
2026-02-23 17:33:00,34.16344,-117.778429,7.746,1.395,4.89,65.159,2.505,6.026,Fulfilled,3.081,5.554,1134.58,3.617,6.577,563.59,71.381,Good,5.365,1.695,8.386,5.287,0.541,0.6448,Moderate Risk,6.21
